,year,name,count,year_total,ratio,rank
0,1880,Mary,7065,90994,0.07764248192188496,1
1,1880,Anna,2604,90994,0.02861727146844847,2
2,1880,Emma,2003,90994,0.02201244038068444,3
3,1880,Elizabeth,1939,90994,0.021309097303118887,4
4,1880,Minnie,1746,90994,0.019188078334835264,5
5,1880,Margaret,1578,90994,0.017341802756225686,6
6,1880,Ida,1472,90994,0.016176890784007737,7
7,1880,Alice,1414,90994,0.015539486119963954,8
8,1880,Bertha,1320,90994,0.014506450974789547,9
9,1880,Sarah,1288,90994,0.01415477943600677,10
10,1880,Annie,1258,90994,0.013825087368397916,11
11,1880,Clara,1226,90994,0.01347341582961514,12
12,1880,Florence,1063,90994,0.01168208892894037,14
13,1880,Laura,1012,90994,0.011121612414005319,17
14,1880,Bessie,796,90994,0.008747829527221576,23
15,1880,Lillian,672,90994,0.007385102314438315,32
16,1880,Helen,636,90994,0.006989471833307691,35
17,1880,Ethel,633,90994,0.006956502626546806,38
18,1880,Frances,605,90994,0.006648790030111876,42
19,1880,Marie,471,90994,0.005176165461458998,55
20,1880,Nancy,410,90994,0.004505791590654329,62
21,1880,Susan,286,90994,0.0031430643778710683,80
22,1880,Amanda,241,90994,0.0026485262764577885,89
23,1880,Charlotte,237,90994,0.0026045673341099414,91
24,1880,Rebecca,236,90994,0.0025935775985229796,92
25,1880,Ruth,234,90994,0.002571598127349056,93
26,1880,Hannah,221,90994,0.0024287315647185527,96
27,1880,Amelia,221,90994,0.0024287315647185527,96
28,1880,Virginia,213,90994,0.0023408136800228585,99
29,1880,Emily,210,90994,0.0023078444732619733,100
30,1880,Amy,167,90994,0.0018352858430226169,108
31,1880,Rachel,166,90994,0.0018242961074356552,109
32,1880,Sophia,138,90994,0.0015165835110007254,117
33,1880,Mildred,132,90994,0.0014506450974789546,121
34,1880,Barbara,127,90994,0.0013956964195441458,128
35,1880,Evelyn,122,90994,0.0013407477416093369,133
36,1880,Betty,117,90994,0.001285799063674528,136
37,1880,Dorothy,112,90994,0.0012308503857397192,139
38,1880,Carolyn,80,90994,0.0008791788469569422,163
39,1880,Cynthia,61,90994,0.0006703738708046684,197
40,1880,Isabella,50,90994,0.0005494867793480888,215
41,1880,Olivia,44,90994,0.0004835483658263182,233
42,1880,Melissa,33,90994,0.00036266127436973864,271
43,1880,Linda,27,90994,0.000296722860847968,305
44,1880,Julie,22,90994,0.0002417741829131591,342
45,1880,Samantha,21,90994,0.00023078444732619734,352
46,1880,Kathleen,21,90994,0.00023078444732619734,352
47,1880,Chloe,20,90994,0.00021979471173923554,367
48,1880,Donna,17,90994,0.00018682550497835023,403
49,1880,Luna,15,90994,0.00016484603380442667,435
50,1880,Ava,13,90994,0.0001428665626305031,466
51,1880,Deborah,12,90994,0.00013187682704354133,492
52,1880,Joan,12,90994,0.00013187682704354133,492
53,1880,Abigail,12,90994,0.00013187682704354133,492
54,1880,Doris,9,90994,0.000098907620282656,580
55,1880,Shirley,8,90994,0.00008791788469569422,628
56,1880,Carol,7,90994,0.00007692814910873245,679
57,1880,Jessica,7,90994,0.00007692814910873245,679
58,1880,Angela,7,90994,0.00007692814910873245,679
59,1880,Judith,5,90994,0.000054948677934808886,836
60,1881,Mary,6919,91953,0.07524496210020336,1
61,1881,Anna,2698,91953,0.029341076419475167,2
62,1881,Emma,2034,91953,0.022119996084956444,3
63,1881,Elizabeth,1852,91953,0.02014072406555523,4
64,1881,Margaret,1658,91953,0.01803095059432536,5
65,1881,Minnie,1653,91953,0.017976574989396758,6
66,1881,Ida,1439,91953,0.01564929909845247,7
67,1881,Annie,1326,91953,0.014420410427066,8
68,1881,Bertha,1324,91953,0.014398660185094558,9
69,1881,Alice,1308,91953,0.014224658249323023,10
70,1881,Clara,1242,91953,0.01350690026426544,11
71,1881,Sarah,1226,91953,0.013332898328493905,12
72,1881,Florence,1046,91953,0.011375376551064131,16
73,1881,Laura,962,91953,0.010461866388263569,19
74,1881,Bessie,903,91953,0.009820234250106032,22
75,1881,Ethel,788,91953,0.008569595336748122,25
76,1881,Lillian,723,91953,0.007862712472676258,32
77,1881,Helen,612,91953,0.0066555740432612314,43
78,1881,Frances,586,91953,0.006372820897632486,45
79,1881,Marie,499,91953,0.005426685371874762,54
80,1881,Nancy,429,91953,0.004665426902874295,59
81,1881,Susan,292,91953,0.003175535327830522,79
82,1881,Ruth,275,91953,0.0029906582710732656,84
83,1881,Amanda,263,91953,0.002860156819244614,87
84,1881,Emily,244,91953,0.002653529520515916,90
85,1881,Amelia,235,91953,0.002555653431644427,93
86,1881,Charlotte,227,91953,0.0024686524637586595,95
87,1881,Rebecca,226,91953,0.0024577773427729385,96
88,1881,Virginia,210,91953,0.002283775407001403,101
89,1881,Hannah,196,91953,0.0021315237132013094,103
90,1881,Rachel,157,91953,0.0017073939947581916,113
91,1881,Mildred,154,91953,0.0016747686318010287,115
92,1881,Amy,145,91953,0.0015768925429295402,118
93,1881,Barbara,130,91953,0.0014137657281437256,123
94,1881,Sophia,122,91953,0.001326764760257958,130
95,1881,Evelyn,116,91953,0.0012615140343436321,135
96,1881,Betty,112,91953,0.0012180135504007482,140
97,1881,Dorothy,109,91953,0.0011853881874435853,144
98,1881,Carolyn,60,91953,0.0006525072591432579,195
99,1881,Olivia,51,91953,0.0005546311702717693,213
100,1881,Isabella,50,91953,0.0005437560492860483,216
101,1881,Cynthia,47,91953,0.0005111306863288854,227
102,1881,Melissa,40,91953,0.0004350048394288386,251
103,1881,Linda,38,91953,0.0004132545974573967,262
104,1881,Julie,22,91953,0.00023925266168586126,346
105,1881,Luna,18,91953,0.0001957521777429774,393
106,1881,Ava,18,91953,0.0001957521777429774,393
107,1881,Donna,15,91953,0.00016312681478581448,434
108,1881,Deborah,14,91953,0.00015225169380009352,447
109,1881,Chloe,14,91953,0.00015225169380009352,447
110,1881,Kathleen,13,91953,0.00014137657281437256,470
111,1881,Samantha,12,91953,0.0001305014518286516,491
112,1881,Carol,10,91953,0.00010875120985720966,539
113,1881,Doris,10,91953,0.00010875120985720966,539
114,1881,Judith,10,91953,0.00010875120985720966,539
115,1881,Angela,9,91953,0.0000978760888714887,582
116,1881,Abigail,8,91953,0.00008700096788576774,623
117,1881,Jessica,7,91953,0.00007612584690004676,679
118,1881,Karen,6,91953,0.0000652507259143258,740
119,1881,Sofia,6,91953,0.0000652507259143258,740
120,1881,Joan,6,91953,0.0000652507259143258,740
121,1882,Mary,8148,107847,0.0755514757016885,1
122,1882,Anna,3143,107847,0.02914313796396747,2
123,1882,Emma,2303,107847,0.021354326035958347,3
124,1882,Elizabeth,2186,107847,0.020269455803128507,4
125,1882,Minnie,2004,107847,0.018581879885393195,5
126,1882,Margaret,1821,107847,0.016885031572505493,6
127,1882,Ida,1673,107847,0.015512717089951505,7
128,1882,Alice,1542,107847,0.014298033324988177,8
129,1882,Bertha,1508,107847,0.013982771889806856,9
130,1882,Annie,1492,107847,0.013834413567368586,10
131,1882,Clara,1490,107847,0.013815868777063804,11
132,1882,Sarah,1410,107847,0.013074077164872458,12
133,1882,Florence,1322,107847,0.012258106391461979,13
134,1882,Laura,1151,107847,0.010672526820402978,17
135,1882,Bessie,1144,107847,0.010607620054336235,18
136,1882,Ethel,989,107847,0.009170398805715504,24
137,1882,Helen,838,107847,0.00777026713770434,31
138,1882,Lillian,830,107847,0.007696087976485206,32
139,1882,Frances,681,107847,0.0063145010987788255,45
140,1882,Marie,591,107847,0.005479985535063563,52
141,1882,Nancy,439,107847,0.004070581471900006,67
142,1882,Susan,326,107847,0.0030228008196797316,79
143,1882,Ruth,323,107847,0.002994983634222556,80
144,1882,Amanda,288,107847,0.0026704498038888427,91
145,1882,Virginia,274,107847,0.002540636271755357,94
146,1882,Emily,272,107847,0.0025220914814505736,95
147,1882,Rebecca,259,107847,0.00240155034446948,99
148,1882,Charlotte,257,107847,0.0023830055541646964,100
149,1882,Amelia,252,107847,0.0023366435784027374,102
150,1882,Hannah,214,107847,0.001984292562611848,106
151,1882,Rachel,203,107847,0.0018822962159355382,109
152,1882,Amy,196,107847,0.0018173894498687956,111
153,1882,Sophia,179,107847,0.0016597587322781347,116
154,1882,Mildred,172,107847,0.0015948519662113921,119
155,1882,Barbara,130,107847,0.0012054113698109358,138
156,1882,Evelyn,125,107847,0.0011590493940489767,142
157,1882,Betty,123,107847,0.0011405046037441932,144
158,1882,Dorothy,115,107847,0.0010663254425250586,150
159,1882,Carolyn,62,107847,0.0005748884994482925,217
160,1882,Olivia,52,107847,0.00048216454792437437,239
161,1882,Cynthia,45,107847,0.0004172577818576316,259
162,1882,Isabella,44,107847,0.00040798538670523986,262
163,1882,Melissa,41,107847,0.0003801682012480644,271
164,1882,Linda,36,107847,0.00033380622548610534,294
165,1882,Chloe,33,107847,0.0003059890400289299,306
166,1882,Angela,24,107847,0.00022253748365740354,360
167,1882,Kathleen,22,107847,0.00020399269335261993,377
168,1882,Julie,22,107847,0.00020399269335261993,377
169,1882,Ava,21,107847,0.0001947202982002281,389
170,1882,Donna,19,107847,0.00017617550789544446,418
171,1882,Doris,16,107847,0.00014835832243826903,458
172,1882,Samantha,15,107847,0.0001390859272858772,475
173,1882,Deborah,15,107847,0.0001390859272858772,475
174,1882,Abigail,14,107847,0.00012981353213348541,493
175,1882,Joan,11,107847,0.00010199634667630996,560
176,1882,Shirley,9,107847,0.00008345155637152634,634
177,1882,Judith,8,107847,0.00007417916121913451,678
178,1882,Jessica,8,107847,0.00007417916121913451,678
179,1882,Carol,6,107847,0.000055634370914350886,813
180,1883,Mary,8012,112321,0.07133127376002707,1
181,1883,Anna,3306,112321,0.029433498633381114,2
182,1883,Emma,2367,112321,0.021073530328255624,3
183,1883,Elizabeth,2255,112321,0.020076388208794437,4
184,1883,Minnie,2035,112321,0.018117716188424247,5
185,1883,Margaret,1881,112321,0.016746645774165115,6
186,1883,Bertha,1682,112321,0.0149749379011939,7
187,1883,Ida,1634,112321,0.014547591278567676,8
188,1883,Annie,1589,112321,0.014146953819855592,9
189,1883,Clara,1548,112321,0.013781928579695693,10
190,1883,Alice,1488,112321,0.013247745301412915,11
191,1883,Sarah,1359,112321,0.01209925125310494,12
192,1883,Florence,1298,112321,0.011556164920184115,14
193,1883,Bessie,1241,112321,0.011048690805815475,18
194,1883,Laura,1183,112321,0.01053231363680879,19
195,1883,Ethel,1132,112321,0.010078257850268427,20
196,1883,Lillian,907,112321,0.008075070556708006,26
197,1883,Helen,862,112321,0.007674433097995923,35
198,1883,Frances,710,112321,0.006321168793012883,45
199,1883,Marie,622,112321,0.005537699984864807,53
200,1883,Nancy,412,112321,0.003668058510875081,71
201,1883,Ruth,387,112321,0.0034454821449239233,73
202,1883,Emily,342,112321,0.003044844686211839,81
203,1883,Susan,322,112321,0.002866783593450913,85
204,1883,Charlotte,291,112321,0.002590788899671477,92
205,1883,Amanda,287,112321,0.002555176681119292,94
206,1883,Amelia,262,112321,0.002332600315168134,97
207,1883,Rebecca,244,112321,0.0021723453316833006,103
208,1883,Virginia,234,112321,0.0020833147853028373,105
209,1883,Amy,209,112321,0.0018607384193516795,110
210,1883,Hannah,209,112321,0.0018607384193516795,110
211,1883,Mildred,183,112321,0.0016292589987624755,116
212,1883,Rachel,174,112321,0.0015491315070200586,121
213,1883,Sophia,159,112321,0.001415585687449364,129
214,1883,Dorothy,141,112321,0.0012553307039645301,137
215,1883,Evelyn,139,112321,0.0012375245946884376,140
216,1883,Barbara,135,112321,0.0012019123761362524,142
217,1883,Betty,120,112321,0.0010683665565655576,150
218,1883,Cynthia,66,112321,0.0005876016061110567,219
219,1883,Carolyn,58,112321,0.0005163771690066862,234
220,1883,Isabella,54,112321,0.0004807649504545009,244
221,1883,Linda,49,112321,0.0004362496772642694,257
222,1883,Olivia,46,112321,0.00040954051335013043,268
223,1883,Melissa,42,112321,0.00037392829479794516,274
224,1883,Ava,29,112321,0.0002581885845033431,331
225,1883,Julie,24,112321,0.00021367331131311152,375
226,1883,Angela,22,112321,0.0001958672020370189,397
227,1883,Donna,21,112321,0.00018696414739897258,411
228,1883,Kathleen,21,112321,0.00018696414739897258,411
229,1883,Doris,21,112321,0.00018696414739897258,411
230,1883,Chloe,19,112321,0.00016915803812287997,435
231,1883,Shirley,18,112321,0.00016025498348483364,451
232,1883,Samantha,17,112321,0.00015135192884678733,465
233,1883,Luna,17,112321,0.00015135192884678733,465
234,1883,Deborah,16,112321,0.00014244887420874103,480
235,1883,Judith,15,112321,0.0001335458195706947,499
236,1883,Abigail,11,112321,0.00009793360101850946,579
237,1883,Joan,6,112321,0.00005341832782827788,817
238,1883,Jessica,6,112321,0.00005341832782827788,817
239,1884,Mary,9217,129019,0.07143909036653516,1
240,1884,Anna,3860,129019,0.029918074082111938,2
241,1884,Emma,2587,129019,0.02005131027213046,3
242,1884,Elizabeth,2549,129019,0.01975678000914594,4
243,1884,Minnie,2243,129019,0.017385036312481107,5
244,1884,Margaret,2142,129019,0.016602205876653828,6
245,1884,Ida,1882,129019,0.014586998814128152,7
246,1884,Clara,1852,129019,0.014354474922298266,8
247,1884,Bertha,1789,129019,0.013866174749455507,9
248,1884,Annie,1739,129019,0.01347863492973903,10
249,1884,Alice,1732,129019,0.013424379354978724,11
250,1884,Florence,1570,129019,0.012168750339097343,12
251,1884,Sarah,1518,129019,0.011765708926592207,14
252,1884,Bessie,1451,129019,0.01124640556817213,15
253,1884,Ethel,1386,129019,0.01074260380254071,18
254,1884,Laura,1246,129019,0.009657492307334578,21
255,1884,Lillian,1109,129019,0.008595633201311435,26
256,1884,Helen,986,129019,0.0076422852448089044,33
257,1884,Frances,789,129019,0.006115378355125989,46
258,1884,Marie,746,129019,0.00578209411016982,49
259,1884,Nancy,520,129019,0.004030414125051349,68
260,1884,Ruth,442,129019,0.0034258520062936467,74
261,1884,Emily,364,129019,0.0028212898875359443,81
262,1884,Charlotte,344,129019,0.002666273959649354,86
263,1884,Amanda,337,129019,0.0026120183848890475,92
264,1884,Susan,326,129019,0.0025267596245514227,94
265,1884,Amelia,315,129019,0.002441500864213798,96
266,1884,Rebecca,278,129019,0.002154721397623606,102
267,1884,Hannah,275,129019,0.002131469008440617,103
268,1884,Virginia,263,129019,0.002038459451708663,105
269,1884,Mildred,247,129019,0.0019144467093993908,107
270,1884,Rachel,230,129019,0.001782683170695789,114
271,1884,Amy,205,129019,0.001588913260837551,123
272,1884,Barbara,193,129019,0.0014959037041055968,128
273,1884,Evelyn,170,129019,0.001317635387036018,134
274,1884,Sophia,170,129019,0.001317635387036018,134
275,1884,Dorothy,163,129019,0.0012633798122757113,137
276,1884,Betty,144,129019,0.0011161146807834505,149
277,1884,Isabella,76,129019,0.0005890605259690434,216
278,1884,Carolyn,75,129019,0.0005813097295747138,218
279,1884,Cynthia,59,129019,0.00045729698726544154,253
280,1884,Olivia,54,129019,0.00041854300529379395,266
281,1884,Melissa,48,129019,0.0003720382269278168,277
282,1884,Chloe,36,129019,0.00027902867019586263,326
283,1884,Linda,33,129019,0.0002557762810128741,341
284,1884,Ava,32,129019,0.00024802548461854454,349
285,1884,Julie,31,129019,0.00024027468822421504,358
286,1884,Kathleen,27,129019,0.00020927150264689697,385
287,1884,Doris,23,129019,0.0001782683170695789,416
288,1884,Donna,22,129019,0.00017051752067524938,425
289,1884,Angela,20,129019,0.00015501592788659034,449
290,1884,Judith,19,129019,0.00014726513149226084,463
291,1884,Shirley,18,129019,0.00013951433509793132,479
292,1884,Luna,18,129019,0.00013951433509793132,479
293,1884,Samantha,16,129019,0.00012401274230927227,520
294,1884,Jessica,14,129019,0.00010851114952061325,556
295,1884,Deborah,13,129019,0.00010076035312628373,583
296,1884,Abigail,13,129019,0.00010076035312628373,583
297,1884,Joan,11,129019,0.00008525876033762469,640
298,1884,Crystal,11,129019,0.00008525876033762469,640
299,1884,Carol,8,129019,0.00006200637115463613,793
300,1884,Tracy,7,129019,0.000054255574760306624,851
301,1884,Patricia,6,129019,0.0000465047783659771,930
302,1885,Mary,9128,133055,0.06860320919920333,1
303,1885,Anna,3994,133055,0.030017661869151856,2
304,1885,Emma,2728,133055,0.020502799594152795,3
305,1885,Elizabeth,2582,133055,0.01940550900003758,4
306,1885,Margaret,2204,133055,0.016564578557739282,5
307,1885,Minnie,2178,133055,0.016369170643718765,6
308,1885,Clara,1910,133055,0.014354965991507271,7
309,1885,Bertha,1860,133055,0.013979181541467814,8
310,1885,Ida,1854,133055,0.013934087407463078,9
311,1885,Annie,1703,133055,0.012799218368343917,10
312,1885,Alice,1681,133055,0.012633873210326557,11
313,1885,Florence,1667,133055,0.012528653564315508,12
314,1885,Bessie,1588,133055,0.011934914133253167,13
315,1885,Ethel,1495,133055,0.011235955056179775,15
316,1885,Sarah,1424,133055,0.010702341137123745,18
317,1885,Laura,1325,133055,0.00995828792604562,21
318,1885,Lillian,1143,133055,0.008590432527901995,27
319,1885,Helen,1134,133055,0.008522791326894893,28
320,1885,Marie,885,133055,0.006651384765698395,42
321,1885,Frances,844,133055,0.00634324151666604,46
322,1885,Nancy,527,133055,0.003960768103415881,67
323,1885,Ruth,506,133055,0.0038029386343993088,70
324,1885,Emily,346,133055,0.002600428394273045,87
325,1885,Amanda,339,133055,0.002547818571267521,90
326,1885,Charlotte,317,133055,0.0023824734132501598,94
327,1885,Susan,302,133055,0.0022697380782383224,99
328,1885,Rebecca,302,133055,0.0022697380782383224,99
329,1885,Amelia,298,133055,0.002239675322235166,102
330,1885,Virginia,289,133055,0.0021720341212280634,103
331,1885,Mildred,245,133055,0.001841343805193341,111
332,1885,Amy,240,133055,0.0018037653601893954,112
333,1885,Hannah,236,133055,0.0017737026041862388,113
334,1885,Rachel,212,133055,0.0015933260681672992,122
335,1885,Dorothy,196,133055,0.0014730750441546729,128
336,1885,Barbara,195,133055,0.0014655593551538837,129
337,1885,Evelyn,191,133055,0.0014354965991507272,131
338,1885,Sophia,185,133055,0.0013904024651459923,134
339,1885,Betty,155,133055,0.001164931795122318,144
340,1885,Carolyn,86,133055,0.0006463492540678666,208
341,1885,Linda,60,133055,0.00045094134004734884,255
342,1885,Olivia,59,133055,0.0004434256510465597,259
343,1885,Cynthia,59,133055,0.0004434256510465597,259
344,1885,Isabella,48,133055,0.0003607530720378791,290
345,1885,Melissa,45,133055,0.00033820600503551163,296
346,1885,Kathleen,38,133055,0.0002855961820299876,329
347,1885,Chloe,34,133055,0.000255533426026831,341
348,1885,Doris,30,133055,0.00022547067002367442,373
349,1885,Donna,26,133055,0.00019540791402051784,405
350,1885,Julie,19,133055,0.0001427980910149938,484
351,1885,Angela,18,133055,0.00013528240201420466,500
352,1885,Ava,18,133055,0.00013528240201420466,500
353,1885,Samantha,17,133055,0.0001277667130134155,520
354,1885,Shirley,16,133055,0.00012025102401262636,542
355,1885,Luna,15,133055,0.00011273533501183721,557
356,1885,Judith,14,133055,0.00010521964601104806,576
357,1885,Tracy,12,133055,0.00009018826800946977,629
358,1885,Carol,11,133055,0.00008267257900868063,658
359,1885,Deborah,10,133055,0.00007515689000789148,695
360,1885,Karen,10,133055,0.00007515689000789148,695
361,1885,Abigail,9,133055,0.00006764120100710233,745
362,1885,Joan,9,133055,0.00006764120100710233,745
363,1885,Jessica,6,133055,0.000045094134004734886,921
364,1885,Crystal,6,133055,0.000045094134004734886,921
365,1885,Patricia,5,133055,0.00003757844500394574,1047
366,1886,Mary,9889,144533,0.06842036074806446,1
367,1886,Anna,4283,144533,0.029633370925670956,2
368,1886,Emma,2764,144533,0.019123660340545065,3
