,2,3,4,5,6,7,8,9,10
0,1,3,4,3,2,4,8,9,6
1,2,1,1,2,5,5,2,9,4
2,1,2,2,2,5,6,2,7,4
3,1,2,2,2,5,5,2,7,4
4,1,3,3,5,4,3,4,4,10
5,1,3,4,3,2,4,8,5,8
6,1,3,4,3,2,2,8,9,6
7,1,3,3,5,4,3,4,4,10
8,1,3,4,5,4,3,4,2,10
9,1,3,4,3,2,2,6,2,3
10,2,1,1,1,1,1,1,1,2
11,1,3,4,3,2,2,8,2,8
12,1,3,3,5,4,3,4,4,10
13,2,1,1,1,1,1,1,1,2
14,1,2,3,4,3,7,5,3,1
15,1,3,3,5,4,4,8,4,8
16,2,1,1,1,1,1,1,1,2
17,2,1,1,1,1,1,1,1,2
18,1,3,3,5,4,4,4,4,7
19,1,2,2,3,6,6,7,8,5
20,1,3,4,5,3,4,8,5,8
21,1,3,4,3,2,2,7,8,6
22,2,1,1,1,1,1,1,1,2
23,1,3,3,5,3,4,5,5,7
24,1,3,4,3,2,2,6,2,3
25,2,1,1,1,1,1,3,6,8
26,1,2,3,4,3,7,5,3,1
27,1,2,3,4,3,7,5,3,1
28,1,3,4,3,2,2,8,2,8
29,1,2,2,2,5,5,2,7,4
30,1,3,3,5,4,3,4,4,10
31,1,2,3,4,3,7,5,3,1
32,2,1,1,1,1,1,1,1,2
33,1,2,2,2,5,5,2,9,4
34,1,2,2,3,6,6,7,8,5
35,2,1,1,1,1,1,1,1,2
36,1,2,2,2,5,5,2,7,4
37,1,3,3,5,3,4,8,5,7
38,1,2,2,2,6,6,3,7,4
39,2,1,1,1,1,1,1,1,2
40,1,3,3,5,3,4,5,3,7
41,1,2,2,2,6,6,3,6,9
42,1,2,2,2,5,5,2,7,4
43,1,3,3,5,4,4,8,5,8
44,1,2,2,2,5,5,2,7,4
45,1,2,2,4,6,6,3,6,9
46,1,3,4,3,2,2,6,2,3
47,1,2,2,4,6,6,3,6,9
48,1,2,2,2,6,6,7,8,6
49,1,2,2,4,3,7,3,6,8
50,1,3,4,3,2,2,8,9,6
51,2,1,1,1,1,1,1,1,2
52,1,3,4,3,2,4,8,9,6
53,1,3,4,3,2,2,6,2,3
54,2,1,1,1,1,1,1,1,2
55,1,2,2,4,6,6,3,6,9
56,1,2,2,4,6,6,3,6,9
57,1,3,3,5,4,3,4,4,10
58,1,2,2,2,5,5,2,7,4
59,1,3,3,5,3,4,5,5,7
60,1,3,3,5,3,4,5,5,7
61,1,3,3,5,4,4,4,4,7
62,2,1,1,1,1,1,1,1,2
63,1,3,3,5,4,3,4,4,10
64,1,2,3,4,6,7,3,6,9
65,1,3,4,3,2,2,8,2,8
66,1,2,3,4,6,7,3,6,9
67,1,3,3,5,3,4,5,5,7
68,1,3,4,3,2,2,6,2,3
69,1,3,4,3,2,6,7,8,5
70,2,1,1,1,1,1,1,1,2
71,1,3,3,5,3,4,8,5,8
72,1,2,2,4,6,7,3,6,9
73,1,3,4,5,4,3,4,2,10
74,1,3,4,3,2,2,6,2,3
75,1,2,2,4,6,6,3,6,9
76,1,2,3,5,4,3,4,4,9
77,1,3,4,5,3,4,8,5,8
78,1,3,4,3,2,2,6,2,3
79,2,2,2,2,5,5,2,7,4
80,2,1,1,1,1,1,1,1,2
